id,grid_solution,steps
lgp-test-4x4-7,"{""header"": [""House"", ""Name"", ""Color"", ""Drink""], ""rows"": [[""1"", ""`Arnold`"", ""`Blonde`"", ""`Milk`""], [""2"", ""`Eric`"", ""`Black`"", ""`Coffee`""], [""3"", ""`Alice`"", ""`Red`"", ""`Water`""], [""4"", ""`Peter`\n - Everyone Has A Unique Favorite Cigar: `Prince`"", ""`Brown`\n\n## Clues:\n1"", ""`Tea`\n - People Have Unique Hair Colors: `Blonde`""]]}",13
lgp-test-4x5-4,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Alice`"", ""`Soccer`""], [""2"", ""`Arnold`"", ""`Swimming`""], [""3"", ""`Peter`"", ""`Tennis`""], [""4"", ""`Eric`\n - Everyone Has A Unique Favorite Cigar: `Pall Mall`"", ""`Basketball`\n - Each Person Lives In A Unique Style Of House: `Ranch`""]]}",9
lgp-test-6x4-13,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Arnold`"", ""`Swimming`""], [""2"", ""`Carol`"", ""`Basketball`""], [""3"", ""`Bob`"", ""`Volleyball`""], [""4"", ""`Alice`"", ""`Soccer`""], [""5"", ""`Eric`"", ""`Tennis`""], [""6"", ""`Peter`\n - People Have Unique Favorite Sports: `Swimming`"", ""`Baseball`\n - People Have Unique Favorite Music Genres: `Rock`""]]}",13
lgp-test-6x5-32,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Swimming`""], [""2"", ""`Carol`"", ""`Basketball`""], [""3"", ""`Peter`"", ""`Volleyball`""], [""4"", ""`Bob`"", ""`Tennis`""], [""5"", ""`Alice`"", ""`Soccer`""], [""6"", ""`Arnold`\n - People Have Unique Favorite Sports: `Swimming`"", ""`Baseball`\n - Each Person Has A Unique Birthday Month: `Mar`""]]}",13
lgp-test-2x6-26,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Arnold`"", ""`Basketball`""], [""2"", ""`Eric`\n - Everyone Has A Unique Favorite Cigar: `Prince`"", ""`Soccer`\n - The Mothers' Names In Different Houses Are Unique: `Aniya`""]]}",5
lgp-test-5x3-33,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-3x5-23,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Peter`"", ""`Carnations`""], [""2"", ""`Arnold`"", ""`Daffodils`""], [""3"", ""`Eric`\n - Each Person Has A Unique Birthday Month: `April`"", ""`Lilies`\n\n## Clues:\n1""]]}",7
lgp-test-3x6-17,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Peter`"", ""`Cat`""], [""2"", ""`Eric`"", ""`Dog`""], [""3"", ""`Arnold`\n - Each Person Has A Unique Birthday Month: `Jan`"", ""`Fish`\n - Everyone Has Something Unique For Lunch: `Pizza`""]]}",7
lgp-test-6x4-23,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-3x6-8,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-4x6-8,"{""header"": [""House"", ""Name"", ""Nationality"", ""Pet""], ""rows"": [[""1"", ""`Peter`"", ""`Swede`"", ""`Bird`""], [""2"", ""`Arnold`"", ""`Norwegian`"", ""`Dog`""], [""3"", ""`Alice`"", ""`Brit`"", ""`Fish`""], [""4"", ""`Eric`\n - The People Are Of Nationalities: `Swede`"", ""`Dane`\n - The Mothers' Names In Different Houses Are Unique: `Aniya`"", ""`Cat`\n - Each Mother Is Accompanied By Their Child: `Meredith`""]]}",13
lgp-test-3x3-35,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-5x4-10,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-3x3-26,,1
lgp-test-5x6-22,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Peter`"", ""`Swede`""], [""2"", ""`Arnold`"", ""`Brit`""], [""3"", ""`Eric`"", ""`Dane`""], [""4"", ""`Alice`"", ""`German`""], [""5"", ""`Bob`\n - Each Person Has A Unique Level Of Education: `Associate`"", ""`Norwegian`\n - People Have Unique Favorite Book Genres: `Romance`""]]}",11
lgp-test-6x5-17,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Peter`"", ""`Boba Tea`""], [""2"", ""`Bob`"", ""`Water`""], [""3"", ""`Arnold`"", ""`Coffee`""], [""4"", ""`Carol`"", ""`Root Beer`""], [""5"", ""`Eric`"", ""`Milk`""], [""6"", ""`Alice`\n - Everyone Has Something Unique For Lunch: `Spaghetti`"", ""`Tea`\n - Each Person Has A Unique Level Of Education: `Associate`""]]}",13
lgp-test-4x5-13,"{""header"": [""House"", ""Name"", ""Pet"", ""Drink""], ""rows"": [[""1"", ""`Arnold`"", ""`Fish`"", ""`Water`""], [""2"", ""`Alice`"", ""`Dog`"", ""`Milk`""], [""3"", ""`Eric`"", ""`Bird`"", ""`Tea`""], [""4"", ""`Peter`\n - People Have Unique Favorite Music Genres: `Pop`"", ""`Cat`\n - People Own Unique Car Models: `Tesla Model 3`"", ""`Coffee`\n\n## Clues:\n1""]]}",13
lgp-test-2x2-22,,1
lgp-test-4x5-22,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-2x4-17,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Eric`"", ""`Dane`""], [""2"", ""`Arnold`\n - The People Keep Unique Animals: `Horse`"", ""`Brit`\n\n## Clues:\n1""]]}",5
lgp-test-3x4-15,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-4x3-20,"{""header"": [""House"", ""Name"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Alice`"", ""`Red`"", ""`Tennis`""], [""2"", ""`Eric`"", ""`Black`"", ""`Soccer`""], [""3"", ""`Arnold`"", ""`Brown`"", ""`Basketball`""], [""4"", ""`Peter`\n - People Have Unique Favorite Sports: `Tennis`"", ""`Blonde`\n\n## Clues:\n1"", ""`Swimming`\n - People Have Unique Hair Colors: `Red`""]]}",13
lgp-test-2x6-37,"{""header"": [""House"", ""Name"", ""Pet"", ""Sport""], ""rows"": [[""1"", ""`Arnold`"", ""`Dog`"", ""`Soccer`""], [""2"", ""`Eric`\n - People Have Unique Favorite Sports: `Soccer`"", ""`Cat`\n - People Own Unique Car Models: `Tesla Model 3`"", ""`Basketball`\n - People Have Unique Heights: `Short`""]]}",7
lgp-test-5x4-27,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Peter`"", ""`Water`""], [""2"", ""`Alice`"", ""`Coffee`""], [""3"", ""`Eric`"", ""`Tea`""], [""4"", ""`Bob`"", ""`Milk`""], [""5"", ""`Arnold`\n - Each Person Has A Unique Birthday Month: `April`"", ""`Root Beer`\n\n## Clues:\n1""]]}",11
lgp-test-3x3-21,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-3x4-30,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Yellow`""], [""2"", ""`Peter`"", ""`White`""], [""3"", ""`Arnold`\n - Each Person Has A Unique Level Of Education: `Bachelor`"", ""`Red`\n\n## Clues:\n1""]]}",7
lgp-test-6x6-19,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Carol`"", ""`Black`"", ""`Carnations`""], [""2"", ""`Arnold`"", ""`Gray`"", ""`Tulips`""], [""3"", ""`Bob`"", ""`Red`"", ""`Lilies`""], [""4"", ""`Alice`"", ""`Auburn`"", ""`Roses`""], [""5"", ""`Eric`"", ""`Blonde`"", ""`Daffodils`""], [""6"", ""`Peter`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Brown`\n - Each Person Has A Favorite Color: `Yellow`"", ""`Iris`\n - People Have Unique Favorite Book Genres: `Science Fiction`""]]}",19
lgp-test-2x6-0,"{""header"": [""House"", ""Name"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Carnations`""], [""2"", ""`Arnold`\n - They All Have A Unique Favorite Flower: `Carnations`"", ""`Daffodils`\n - Each Person Prefers A Unique Type Of Vacation: `Mountain`""]]}",5
lgp-test-4x2-2,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-4x5-19,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Blonde`""], [""2"", ""`Alice`"", ""`Black`""], [""3"", ""`Peter`"", ""`Red`""], [""4"", ""`Eric`\n - Everyone Has Something Unique For Lunch: `Grilled Cheese`"", ""`Brown`\n - Each Person Has A Favorite Color: `Red`""]]}",9
lgp-test-2x6-16,"{""header"": [""House"", ""Name"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Yellow`"", ""`Soccer`""], [""2"", ""`Arnold`\n - Each Person Has A Unique Level Of Education: `High School`"", ""`Red`\n - People Have Unique Favorite Sports: `Soccer`"", ""`Basketball`\n\n## Clues:\n1""]]}",7
lgp-test-5x5-6,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Alice`"", ""`Black`""], [""2"", ""`Bob`"", ""`Red`""], [""3"", ""`Peter`"", ""`Brown`""], [""4"", ""`Arnold`"", ""`Gray`""], [""5"", ""`Eric`\n - People Have Unique Hair Colors: `Black`"", ""`Blonde`\n - Each Person Has A Unique Level Of Education: `Bachelor`""]]}",11
lgp-test-5x6-33,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Arnold`"", ""`Red`"", ""`Daffodils`""], [""2"", ""`Bob`"", ""`Brown`"", ""`Tulips`""], [""3"", ""`Alice`"", ""`Gray`"", ""`Roses`""], [""4"", ""`Eric`"", ""`Blonde`"", ""`Carnations`""], [""5"", ""`Peter`\n - People Use Unique Phone Models: `Huawei P50`"", ""`Black`\n - Everyone Has A Favorite Smoothie: `Dragonfruit`"", ""`Lilies`\n\n## Clues:\n1""]]}",16
lgp-test-6x2-18,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-5x6-18,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`White`""], [""2"", ""`Bob`"", ""`Blue`""], [""3"", ""`Arnold`"", ""`Green`""], [""4"", ""`Alice`"", ""`Red`""], [""5"", ""`Peter`\n - People Own Unique Car Models: `Bmw 3 Series`"", ""`Yellow`\n\n## Clues:\n1""]]}",11
lgp-test-5x5-36,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Alice`"", ""`Hamster`""], [""2"", ""`Peter`"", ""`Bird`""], [""3"", ""`Bob`"", ""`Fish`""], [""4"", ""`Eric`"", ""`Cat`""], [""5"", ""`Arnold`\n - Each Person Has A Unique Type Of Pet: `Hamster`"", ""`Dog`\n - Each Person Has An Occupation: `Doctor`""]]}",11
lgp-test-3x4-17,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Soccer`""], [""2"", ""`Arnold`"", ""`Tennis`""], [""3"", ""`Peter`\n - Each Person Has A Unique Level Of Education: `High School`"", ""`Basketball`\n - Each Person Lives In A Unique Style Of House: `Ranch`""]]}",7
lgp-test-2x4-11,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Eric`"", ""`Cat`""], [""2"", ""`Arnold`\n - Each Person Has A Unique Hobby: `Gardening`"", ""`Dog`\n - People Have Unique Heights: `Short`""]]}",5
lgp-test-6x5-9,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-4x3-9,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Alice`"", ""`Water`""], [""2"", ""`Arnold`"", ""`Coffee`""], [""3"", ""`Peter`"", ""`Tea`""], [""4"", ""`Eric`\n - Each Person Has A Unique Favorite Drink: `Water`"", ""`Milk`\n - Each Person Has A Unique Level Of Education: `High School`""]]}",9
lgp-test-5x3-5,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-2x2-14,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-4x4-0,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Arnold`"", ""`Water`""], [""2"", ""`Alice`"", ""`Coffee`""], [""3"", ""`Eric`"", ""`Tea`""], [""4"", ""`Peter`\n - Each Person Has A Unique Level Of Education: `Master`"", ""`Milk`\n\n## Clues:\n1""]]}",9
lgp-test-6x6-36,"{""header"": [""House"", ""Name"", ""Color"", ""Pet""], ""rows"": [[""1"", ""`Eric`"", ""`Blonde`"", ""`Bird`""], [""2"", ""`Arnold`"", ""`Red`"", ""`Hamster`""], [""3"", ""`Bob`"", ""`Black`"", ""`Fish`""], [""4"", ""`Peter`"", ""`Auburn`"", ""`Dog`""], [""5"", ""`Alice`"", ""`Gray`"", ""`Cat`""], [""6"", ""`Carol`\n - People Have Unique Heights: `Very Tall`"", ""`Brown`\n - People Have Unique Favorite Book Genres: `Science Fiction`"", ""`Rabbit`\n\n## Clues:\n1""]]}",19
lgp-test-6x3-28,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Carol`"", ""`Volleyball`""], [""2"", ""`Peter`"", ""`Baseball`""], [""3"", ""`Bob`"", ""`Basketball`""], [""4"", ""`Eric`"", ""`Swimming`""], [""5"", ""`Arnold`"", ""`Soccer`""], [""6"", ""`Alice`\n - Each Person Prefers A Unique Type Of Vacation: `Camping`"", ""`Tennis`\n\n## Clues:\n1""]]}",13
lgp-test-4x2-31,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-5x4-15,"{""header"": [""House"", ""Name"", ""Pet"", ""Drink""], ""rows"": [[""1"", ""`Alice`"", ""`Cat`"", ""`Coffee`""], [""2"", ""`Eric`"", ""`Bird`"", ""`Milk`""], [""3"", ""`Peter`"", ""`Dog`"", ""`Tea`""], [""4"", ""`Arnold`"", ""`Hamster`"", ""`Water`""], [""5"", ""`Bob`\n - Each Person Lives In A Unique Style Of House: `Craftsman`"", ""`Fish`\n - Each Person Has A Unique Favorite Drink: `Coffee`"", ""`Root Beer`\n\n## Clues:\n1""]]}",16
lgp-test-4x4-22,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Eric`"", ""`Swede`""], [""2"", ""`Alice`"", ""`Dane`""], [""3"", ""`Peter`"", ""`Brit`""], [""4"", ""`Arnold`\n - Each Person Prefers A Unique Type Of Vacation: `Mountain`"", ""`Norwegian`\n\n## Clues:\n1""]]}",9
lgp-test-3x3-20,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Peter`"", ""`Dog`""], [""2"", ""`Eric`"", ""`Fish`""], [""3"", ""`Arnold`\n - Each Person Has A Unique Hobby: `Gardening`"", ""`Cat`\n\n## Clues:\n1""]]}",7
lgp-test-3x5-8,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Peter`"", ""`Brit`""], [""2"", ""`Arnold`"", ""`Swede`""], [""3"", ""`Eric`\n - The People Are Of Nationalities: `Brit`"", ""`Dane`\n - Each Person Has A Unique Level Of Education: `High School`""]]}",7
lgp-test-2x6-19,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Brown`""], [""2"", ""`Eric`\n - Everyone Has Something Unique For Lunch: `Pizza`"", ""`Black`\n - Each Mother Is Accompanied By Their Child: `Bella`""]]}",5
lgp-test-4x6-4,"{""header"": [""House"", ""Name"", ""Color"", ""Pet"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Brown`"", ""`Bird`"", ""`Swimming`""], [""2"", ""`Arnold`"", ""`Black`"", ""`Fish`"", ""`Soccer`""], [""3"", ""`Alice`"", ""`Blonde`"", ""`Cat`"", ""`Tennis`""], [""4"", ""`Peter`\n - People Have Unique Favorite Sports: `Swimming`"", ""`Red`\n - Each Person Has A Unique Birthday Month: `Jan`"", ""`Dog`\n - Everyone Has A Favorite Smoothie: `Dragonfruit`"", ""`Basketball`\n - Each Person Has A Unique Type Of Pet: `Bird`""]]}",17
lgp-test-3x6-35,"{""header"": [""House"", ""Name"", ""Color"", ""Flower""], ""rows"": [[""1"", ""`Eric`"", ""`Brown`"", ""`Carnations`""], [""2"", ""`Arnold`"", ""`Black`"", ""`Daffodils`""], [""3"", ""`Peter`\n - Each Person Prefers A Unique Type Of Vacation: `Mountain`"", ""`Blonde`\n - Each Person Has A Unique Level Of Education: `Associate`"", ""`Lilies`\n - People Have Unique Hair Colors: `Brown`""]]}",10
lgp-test-4x4-15,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Peter`"", ""`Swimming`""], [""2"", ""`Eric`"", ""`Tennis`""], [""3"", ""`Alice`"", ""`Basketball`""], [""4"", ""`Arnold`\n - People Have Unique Favorite Sports: `Swimming`"", ""`Soccer`\n - Each Person Prefers A Unique Type Of Vacation: `Cruise`""]]}",9
lgp-test-2x2-35,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-4x3-2,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-6x5-7,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Bob`"", ""`Root Beer`""], [""2"", ""`Arnold`"", ""`Coffee`""], [""3"", ""`Peter`"", ""`Tea`""], [""4"", ""`Eric`"", ""`Boba Tea`""], [""5"", ""`Alice`"", ""`Water`""], [""6"", ""`Carol`\n - People Have Unique Favorite Music Genres: `Jazz`"", ""`Milk`\n - Each Person Has An Occupation: `Nurse`""]]}",13
lgp-test-5x3-19,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-5x2-36,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-2x4-18,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Arnold`"", ""`Red`""], [""2"", ""`Eric`\n - Each Person Has A Favorite Color: `Red`"", ""`Yellow`\n - People Have Unique Heights: `Very Short`""]]}",5
lgp-test-3x5-17,,1
lgp-test-2x2-12,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Arnold`"", ""`Brit`""], [""2"", ""`Eric`\n - The People Are Of Nationalities: `Brit`"", ""`Dane`\n\n## Clues:\n1""]]}",5
lgp-test-5x4-4,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Bob`"", ""`Cat`""], [""2"", ""`Peter`"", ""`Fish`""], [""3"", ""`Eric`"", ""`Hamster`""], [""4"", ""`Alice`"", ""`Dog`""], [""5"", ""`Arnold`\n - Everyone Has A Favorite Smoothie: `Cherry`"", ""`Bird`\n\n## Clues:\n1""]]}",11
lgp-test-2x4-36,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-4x3-6,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`Black`""], [""2"", ""`Alice`"", ""`Blonde`""], [""3"", ""`Peter`"", ""`Brown`""], [""4"", ""`Arnold`\n - People Have Unique Hair Colors: `Black`"", ""`Red`\n - People Own Unique Car Models: `Tesla Model 3`""]]}",9
lgp-test-4x2-7,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-6x2-15,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-3x4-32,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Eric`"", ""`Water`""], [""2"", ""`Arnold`"", ""`Tea`""], [""3"", ""`Peter`\n - Each Person Has A Unique Favorite Drink: `Water`"", ""`Milk`\n - People Use Unique Phone Models: `Iphone 13`""]]}",7
lgp-test-3x5-38,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-4x3-31,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Alice`"", ""`Milk`""], [""2"", ""`Arnold`"", ""`Water`""], [""3"", ""`Peter`"", ""`Coffee`""], [""4"", ""`Eric`\n - Each Person Has A Unique Favorite Drink: `Milk`"", ""`Tea`\n - People Use Unique Phone Models: `Iphone 13`""]]}",9
lgp-test-3x2-4,,1
lgp-test-3x2-27,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""]]}",4
lgp-test-4x4-1,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-2x2-39,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""]]}",3
lgp-test-3x6-31,"{""header"": [""House"", ""Name"", ""Drink""], ""rows"": [[""1"", ""`Eric`"", ""`Milk`""], [""2"", ""`Peter`"", ""`Water`""], [""3"", ""`Arnold`\n - Each Person Has A Unique Favorite Drink: `Milk`"", ""`Tea`\n - Each Person Prefers A Unique Type Of Vacation: `Mountain`""]]}",7
lgp-test-2x4-30,"{""header"": [""House"", ""Name"", ""Color"", ""Sport""], ""rows"": [[""1"", ""`Arnold`"", ""`Black`"", ""`Basketball`""], [""2"", ""`Eric`\n - People Have Unique Hair Colors: `Black`"", ""`Brown`\n - People Have Unique Favorite Sports: `Basketball`"", ""`Soccer`\n - Everyone Has A Favorite Smoothie: `Desert`""]]}",7
lgp-test-6x2-32,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-6x2-12,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-6x6-2,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Carol`"", ""`Cat`""], [""2"", ""`Alice`"", ""`Dog`""], [""3"", ""`Eric`"", ""`Rabbit`""], [""4"", ""`Peter`"", ""`Hamster`""], [""5"", ""`Arnold`"", ""`Bird`""], [""6"", ""`Bob`\n - The Mothers' Names In Different Houses Are Unique: `Penny`"", ""`Fish`\n - The People Keep Unique Animals: `Bird`""]]}",13
lgp-test-4x2-21,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""]]}",5
lgp-test-3x5-20,"{""header"": [""House"", ""Name"", ""Color""], ""rows"": [[""1"", ""`Eric`"", ""`White`""], [""2"", ""`Arnold`"", ""`Red`""], [""3"", ""`Peter`\n - Each Mother Is Accompanied By Their Child: `Meredith`"", ""`Yellow`\n\n## Clues:\n1""]]}",7
lgp-test-2x6-23,"{""header"": [""House"", ""Name"", ""Nationality""], ""rows"": [[""1"", ""`Eric`"", ""`Dane`""], [""2"", ""`Arnold`\n - People Use Unique Phone Models: `Samsung Galaxy S21`"", ""`Brit`\n - People Own Unique Car Models: `Tesla Model 3`""]]}",5
lgp-test-6x6-37,"{""header"": [""House"", ""Name"", ""Pet"", ""Drink""], ""rows"": [[""1"", ""`Alice`"", ""`Rabbit`"", ""`Tea`""], [""2"", ""`Peter`"", ""`Fish`"", ""`Water`""], [""3"", ""`Eric`"", ""`Bird`"", ""`Milk`""], [""4"", ""`Arnold`"", ""`Hamster`"", ""`Coffee`""], [""5"", ""`Carol`"", ""`Cat`"", ""`Boba Tea`""], [""6"", ""`Bob`\n - People Have Unique Heights: `Very Short`"", ""`Dog`\n\n## Clues:\n1"", ""`Root Beer`\n - Each Person Has A Unique Type Of Pet: `Rabbit`""]]}",19
lgp-test-4x2-22,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Eric`"", ""`Fish`""], [""2"", ""`Arnold`"", ""`Cat`""], [""3"", ""`Peter`"", ""`Dog`""], [""4"", ""`Alice`\n - Each Person Has A Unique Type Of Pet: `Fish`"", ""`Bird`\n\n## Clues:\n1""]]}",9
lgp-test-2x6-21,"{""header"": [""House"", ""Name"", ""Nationality"", ""Color"", ""Pet""], ""rows"": [[""1"", ""`Arnold`"", ""`Brit`"", ""`Black`"", ""`Cat`""], [""2"", ""`Eric`\n - Each Person Has An Occupation: `Doctor`"", ""`Dane`\n\n## Clues:\n1"", ""`Brown`\n - Everyone Has Something Unique For Lunch: `Pizza`"", ""`Dog`\n - People Have Unique Hair Colors: `Black`""]]}",9
lgp-test-6x4-24,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""], [""6"", ""6""]]}",7
lgp-test-6x3-21,,0
lgp-test-5x3-9,"{""header"": [""House"", ""Name"", ""Pet""], ""rows"": [[""1"", ""`Arnold`"", ""`Hamster`""], [""2"", ""`Eric`"", ""`Bird`""], [""3"", ""`Alice`"", ""`Cat`""], [""4"", ""`Peter`"", ""`Dog`""], [""5"", ""`Bob`\n - Each Person Has A Unique Type Of Pet: `Hamster`"", ""`Fish`\n - Each Person Has A Unique Birthday Month: `Jan`""]]}",11
lgp-test-5x5-25,"{""header"": [""House"", ""House""], ""rows"": [[""1"", ""1""], [""2"", ""2""], [""3"", ""3""], [""4"", ""4""], [""5"", ""5""]]}",6
lgp-test-5x4-20,"{""header"": [""House"", ""Name"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Tennis`""], [""2"", ""`Arnold`"", ""`Basketball`""], [""3"", ""`Alice`"", ""`Soccer`""], [""4"", ""`Bob`"", ""`Baseball`""], [""5"", ""`Peter`\n - Each Person Lives In A Unique Style Of House: `Colonial`"", ""`Swimming`\n - People Have Unique Favorite Music Genres: `Pop`""]]}",11
lgp-test-2x4-25,"{""header"": [""House"", ""Name"", ""Nationality"", ""Sport""], ""rows"": [[""1"", ""`Eric`"", ""`Brit`"", ""`Basketball`""], [""2"", ""`Arnold`\n - Each Person Has An Occupation: `Engineer`"", ""`Dane`\n\n## Clues:\n1"", ""`Soccer`\n - The People Are Of Nationalities: `Brit`""]]}",7
